user,task_id,query_id,UCTR,QCTR,MaxRR,MinRR,MeanRR,MaxRRow,MinRRow,MeanRRow,PLC,MaxScroll,QDT,SCD,ACD,TTFC,TTLC,DsatCC,DsatCR,LastClickToEnd,LastHoverToEnd
20160113535,2,2,0,0,0,0,0,0,0,0,0,500.0,14853,0,0,2000000,2000000,0,0,2000000,8956
20160113535,2,9,0,0,0,0,0,0,0,0,0,0.0,4706,0,0,2000000,2000000,0,0,2000000,2000000
20160113535,3,0,0,0,0,0,0,0,0,0,0,400.0,12934,0,0,2000000,2000000,0,0,2000000,4383
20160113535,4,1,0,0,0,0,0,0,0,0,0,600.0,12854,0,0,2000000,2000000,0,0,2000000,8118
20160113535,5,0,0,0,0,0,0,0,0,0,0,0.0,7653,0,0,2000000,2000000,0,0,2000000,2000000
20160113535,5,2,0,0,0,0,0,0,0,0,0,0.0,6108,0,0,2000000,2000000,0,0,2000000,2000000
20160113535,5,7,0,0,0,0,0,0,0,0,0,300.0,11941,0,0,2000000,2000000,0,0,2000000,7274
20160113535,7,1,0,0,0,0,0,0,0,0,0,0.0,11758,0,0,2000000,2000000,0,0,2000000,9339
20160113535,7,6,0,0,0,0,0,0,0,0,0,0.0,6467,0,0,2000000,2000000,0,0,2000000,2000000
20160113535,8,1,0,0,0,0,0,0,0,0,0,600.0,15572,0,0,2000000,2000000,0,0,2000000,9890
20160113535,8,3,0,0,0,0,0,0,0,0,0,2100.0,14458,0,0,2000000,2000000,0,0,2000000,5051
20160113535,9,1,0,0,0,0,0,0,0,0,0,400.0,13139,0,0,2000000,2000000,0,0,2000000,9012
20160113535,9,2,0,0,0,0,0,0,0,0,0,0.0,4018,0,0,2000000,2000000,0,0,2000000,2000000
20160113535,9,4,0,0,0,0,0,0,0,0,0,400.0,14200,0,0,2000000,2000000,0,0,2000000,8844
20160113535,9,5,0,0,0,0,0,0,0,0,0,0.0,6428,0,0,2000000,2000000,0,0,2000000,4172
20160113535,12,1,0,0,0,0,0,0,0,0,0,2400.0,95336,0,0,2000000,2000000,0,0,2000000,3512
2016011528,9,2,0,0,0,0,0,0,0,0,0,2200.0,14895,0,0,2000000,2000000,0,0,2000000,7747
2016011528,11,0,0,0,0,0,0,0,0,0,0,0.0,30124,0,0,2000000,2000000,0,0,2000000,2000000
2016011386,2,3,0,0,0,0,0,0,0,0,0,2500.0,326720,0,0,2000000,2000000,0,0,2000000,2000000
2016011386,3,0,0,0,0,0,0,0,0,0,0,0.0,11335,0,0,2000000,2000000,0,0,2000000,2000000
2016011386,9,0,0,0,0,0,0,0,0,0,0,500.0,7257,0,0,2000000,2000000,0,0,2000000,2613
2016011386,9,1,0,0,0,0,0,0,0,0,0,4000.0,33223,0,0,2000000,2000000,0,0,2000000,16396
2016011386,9,2,0,0,0,0,0,0,0,0,0,3000.0,35403,0,0,2000000,2000000,0,0,2000000,7877
2016011386,9,3,0,0,0,0,0,0,0,0,0,8700.0,41924,0,0,2000000,2000000,0,0,2000000,3192
2016011386,9,4,0,0,0,0,0,0,0,0,0,0.0,11296,0,0,2000000,2000000,0,0,2000000,3893
2016011386,9,5,0,0,0,0,0,0,0,0,0,2400.0,25541,0,0,2000000,2000000,0,0,2000000,9769
2016011386,9,6,0,0,0,0,0,0,0,0,0,1600.0,14813,0,0,2000000,2000000,0,0,2000000,8845
2016011386,9,8,0,0,0,0,0,0,0,0,0,300.0,67752,0,0,2000000,2000000,0,0,2000000,2000000
2016011386,9,9,0,0,0,0,0,0,0,0,0,0.0,89604,0,0,2000000,2000000,0,0,2000000,2000000
2016011386,10,0,0,0,0,0,0,0,0,0,0,0.0,10317,0,0,2000000,2000000,0,0,2000000,6579
2016011386,10,1,0,0,0,0,0,0,0,0,0,4400.0,28330,0,0,2000000,2000000,0,0,2000000,4839
2016011386,10,2,0,0,0,0,0,0,0,0,0,4700.0,41479,0,0,2000000,2000000,0,0,2000000,8135
2016011386,10,4,0,0,0,0,0,0,0,0,0,800.0,25459,0,0,2000000,2000000,0,0,2000000,6355
2016011386,10,5,0,0,0,0,0,0,0,0,0,0.0,12449,0,0,2000000,2000000,0,0,2000000,6383
2016011386,12,0,0,0,0,0,0,0,0,0,0,0.0,10508,0,0,2000000,2000000,0,0,2000000,7631
2016011387,3,0,0,0,0,0,0,0,0,0,0,0.0,14234,0,0,2000000,2000000,0,0,2000000,10226
2016011387,9,2,0,0,0,0,0,0,0,0,0,900.0,19055,0,0,2000000,2000000,0,0,2000000,8094
2016011387,9,5,0,0,0,0,0,0,0,0,0,0.0,13603,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,6,0,0,0,0,0,0,0,0,0,0.0,35451,0,0,2000000,2000000,0,0,2000000,8460
2016011387,9,7,0,0,0,0,0,0,0,0,0,600.0,13765,0,0,2000000,2000000,0,0,2000000,3676
2016011387,9,8,0,0,0,0,0,0,0,0,0,900.0,34783,0,0,2000000,2000000,0,0,2000000,29254
2016011387,9,9,0,0,0,0,0,0,0,0,0,0.0,19807,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,10,0,0,0,0,0,0,0,0,0,1200.0,25504,0,0,2000000,2000000,0,0,2000000,9351
2016011387,9,11,0,0,0,0,0,0,0,0,0,0.0,7087,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,12,0,0,0,0,0,0,0,0,0,2200.0,38821,0,0,2000000,2000000,0,0,2000000,5488
2016011387,9,13,0,0,0,0,0,0,0,0,0,0.0,4174,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,15,0,0,0,0,0,0,0,0,0,0.0,3248,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,16,0,0,0,0,0,0,0,0,0,0.0,7157,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,17,0,0,0,0,0,0,0,0,0,700.0,23955,0,0,2000000,2000000,0,0,2000000,8180
2016011387,9,18,0,0,0,0,0,0,0,0,0,0.0,13734,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,19,0,0,0,0,0,0,0,0,0,0.0,14419,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,20,0,0,0,0,0,0,0,0,0,900.0,18401,0,0,2000000,2000000,0,0,2000000,7158
2016011387,9,21,0,0,0,0,0,0,0,0,0,0.0,12058,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,23,0,0,0,0,0,0,0,0,0,0.0,15020,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,25,0,0,0,0,0,0,0,0,0,0.0,7400,0,0,2000000,2000000,0,0,2000000,4210
2016011387,9,27,0,0,0,0,0,0,0,0,0,0.0,5355,0,0,2000000,2000000,0,0,2000000,2000000
2016011387,9,30,0,0,0,0,0,0,0,0,0,400.0,229767,0,0,2000000,2000000,0,0,2000000,8487
2016011387,9,31,0,0,0,0,0,0,0,0,0,1000.0,291436,0,0,2000000,2000000,0,0,2000000,7116
2016011387,11,1,0,0,0,0,0,0,0,0,0,800.0,49822,0,0,2000000,2000000,0,0,2000000,20980
2016011387,11,3,0,0,0,0,0,0,0,0,0,2700.0,36703,0,0,2000000,2000000,0,0,2000000,3084
2016011387,11,10,0,0,0,0,0,0,0,0,0,0.0,9653,0,0,2000000,2000000,0,0,2000000,2477
2016011395,1,1,0,0,0,0,0,0,0,0,0,3700.0,22542,0,0,2000000,2000000,0,0,2000000,3913
2016011395,3,0,0,0,0,0,0,0,0,0,0,700.0,26925,0,0,2000000,2000000,0,0,2000000,10199
2016011395,3,1,0,0,0,0,0,0,0,0,0,700.0,10893,0,0,2000000,2000000,0,0,2000000,6257
2016011395,3,2,0,0,0,0,0,0,0,0,0,800.0,32823,0,0,2000000,2000000,0,0,2000000,20120
2016011395,3,5,0,0,0,0,0,0,0,0,0,9400.0,50863,0,0,2000000,2000000,0,0,2000000,5670
2016011395,4,0,0,0,0,0,0,0,0,0,0,2400.0,43133,0,0,2000000,2000000,0,0,2000000,11860
2016011395,9,0,0,0,0,0,0,0,0,0,0,0.0,8277,0,0,2000000,2000000,0,0,2000000,2000000
2016011395,9,1,0,0,0,0,0,0,0,0,0,2100.0,37759,0,0,2000000,2000000,0,0,2000000,7504
2016011395,9,2,0,0,0,0,0,0,0,0,0,1000.0,26141,0,0,2000000,2000000,0,0,2000000,9233
2016011395,9,3,0,0,0,0,0,0,0,0,0,800.0,16512,0,0,2000000,2000000,0,0,2000000,2998
2016011395,9,4,0,0,0,0,0,0,0,0,0,3000.0,29289,0,0,2000000,2000000,0,0,2000000,8912
2016011395,11,0,0,0,0,0,0,0,0,0,0,0.0,33997,0,0,2000000,2000000,0,0,2000000,18848
2016011395,11,3,0,0,0,0,0,0,0,0,0,0.0,13704,0,0,2000000,2000000,0,0,2000000,2769
2016011395,11,4,0,0,0,0,0,0,0,0,0,900.0,13638,0,0,2000000,2000000,0,0,2000000,3423
2016011395,12,4,0,0,0,0,0,0,0,0,0,11300.0,199065,0,0,2000000,2000000,0,0,2000000,4140
2016010022,3,0,0,0,0,0,0,0,0,0,0,1300.0,27335,0,0,2000000,2000000,0,0,2000000,7215
2016010022,3,1,0,0,0,0,0,0,0,0,0,0.0,23536,0,0,2000000,2000000,0,0,2000000,6472
2016010022,3,2,0,0,0,0,0,0,0,0,0,400.0,35907,0,0,2000000,2000000,0,0,2000000,5324
2016010022,4,3,0,0,0,0,0,0,0,0,0,0.0,15047,0,0,2000000,2000000,0,0,2000000,13064
2016010022,4,6,0,0,0,0,0,0,0,0,0,400.0,9507,0,0,2000000,2000000,0,0,2000000,3216
2016010022,9,1,0,0,0,0,0,0,0,0,0,0.0,6391,0,0,2000000,2000000,0,0,2000000,4972
2016010022,9,2,0,0,0,0,0,0,0,0,0,100.0,4443,0,0,2000000,2000000,0,0,2000000,2000000
2016010022,9,5,0,0,0,0,0,0,0,0,0,0.0,3431,0,0,2000000,2000000,0,0,2000000,2000000
2016010022,9,6,0,0,0,0,0,0,0,0,0,599.0,7255,0,0,2000000,2000000,0,0,2000000,5229
2016010022,9,7,0,0,0,0,0,0,0,0,0,500.0,17701,0,0,2000000,2000000,0,0,2000000,7048
2016010022,9,8,0,0,0,0,0,0,0,0,0,1300.0,14695,0,0,2000000,2000000,0,0,2000000,3916
2016010022,11,1,0,0,0,0,0,0,0,0,0,400.0,19404,0,0,2000000,2000000,0,0,2000000,9106
2016011397,1,1,0,0,0,0,0,0,0,0,0,7000.0,49647,0,0,2000000,2000000,0,0,2000000,2790
2016011397,2,2,0,0,0,0,0,0,0,0,0,3400.0,116188,0,0,2000000,2000000,0,0,2000000,2192
2016011397,9,0,0,0,0,0,0,0,0,0,0,2200.0,24418,0,0,2000000,2000000,0,0,2000000,10858
2016011397,9,2,0,0,0,0,0,0,0,0,0,4600.0,45693,0,0,2000000,2000000,0,0,2000000,9666
2016011397,9,6,0,0,0,0,0,0,0,0,0,7600.0,23900,0,0,2000000,2000000,0,0,2000000,3883
2016011397,9,7,0,0,0,0,0,0,0,0,0,11135.0,64908,0,0,2000000,2000000,0,0,2000000,13020
2016011391,3,0,0,0,0,0,0,0,0,0,0,0.0,8876,0,0,2000000,2000000,0,0,2000000,4627
2016011391,6,2,0,0,0,0,0,0,0,0,0,4062.0,44005,0,0,2000000,2000000,0,0,2000000,8106
2016011391,6,3,0,0,0,0,0,0,0,0,0,0.0,6283,0,0,2000000,2000000,0,0,2000000,4782
2016011391,6,4,0,0,0,0,0,0,0,0,0,0.0,7607,0,0,2000000,2000000,0,0,2000000,2000000
2016011391,6,5,0,0,0,0,0,0,0,0,0,3022.0,25382,0,0,2000000,2000000,0,0,2000000,10650
2016011391,8,2,0,0,0,0,0,0,0,0,0,1205.0,13373,0,0,2000000,2000000,0,0,2000000,4552
2016011391,9,0,0,0,0,0,0,0,0,0,0,0.0,9322,0,0,2000000,2000000,0,0,2000000,5981
2016011391,9,1,0,0,0,0,0,0,0,0,0,1931.0,32183,0,0,2000000,2000000,0,0,2000000,16025
2016011391,9,3,0,0,0,0,0,0,0,0,0,0.0,35512,0,0,2000000,2000000,0,0,2000000,33341
2016011391,9,4,0,0,0,0,0,0,0,0,0,0.0,8804,0,0,2000000,2000000,0,0,2000000,7158
2016011391,9,5,0,0,0,0,0,0,0,0,0,459.0,30292,0,0,2000000,2000000,0,0,2000000,16893
2016011391,9,6,0,0,0,0,0,0,0,0,0,0.0,7131,0,0,2000000,2000000,0,0,2000000,2000000
2016011391,9,7,0,0,0,0,0,0,0,0,0,3558.0,30085,0,0,2000000,2000000,0,0,2000000,17460
2016011391,9,9,0,0,0,0,0,0,0,0,0,2089.0,16593,0,0,2000000,2000000,0,0,2000000,5789
2016011290,3,0,0,0,0,0,0,0,0,0,0,0.0,22624,0,0,2000000,2000000,0,0,2000000,7154
2016011290,3,1,0,0,0,0,0,0,0,0,0,0.0,9292,0,0,2000000,2000000,0,0,2000000,2000000
2016011290,3,2,0,0,0,0,0,0,0,0,0,0.0,12545,0,0,2000000,2000000,0,0,2000000,2000000
2016011290,3,5,0,0,0,0,0,0,0,0,0,0.0,9822,0,0,2000000,2000000,0,0,2000000,4917
2016011290,4,0,0,0,0,0,0,0,0,0,0,0.0,25443,0,0,2000000,2000000,0,0,2000000,2000000
2016011290,4,1,0,0,0,0,0,0,0,0,0,0.0,10691,0,0,2000000,2000000,0,0,2000000,2000000
2016011290,4,2,0,0,0,0,0,0,0,0,0,0.0,31356,0,0,2000000,2000000,0,0,2000000,2000000
2016011290,9,0,0,0,0,0,0,0,0,0,0,0.0,16397,0,0,2000000,2000000,0,0,2000000,2000000
2016011290,11,4,0,0,0,0,0,0,0,0,0,2000.0,153151,0,0,2000000,2000000,0,0,2000000,108805
2016011303,1,0,0,0,0,0,0,0,0,0,0,0.0,16031,0,0,2000000,2000000,0,0,2000000,13743
2016011303,1,1,0,0,0,0,0,0,0,0,0,500.0,27450,0,0,2000000,2000000,0,0,2000000,8114
2016011303,2,0,0,0,0,0,0,0,0,0,0,300.0,27569,0,0,2000000,2000000,0,0,2000000,22763
2016011303,2,3,0,0,0,0,0,0,0,0,0,200.0,15506,0,0,2000000,2000000,0,0,2000000,11080
2016011303,3,0,0,0,0,0,0,0,0,0,0,0.0,6457,0,0,2000000,2000000,0,0,2000000,4067
2016011303,3,1,0,0,0,0,0,0,0,0,0,500.0,12671,0,0,2000000,2000000,0,0,2000000,3611
2016011303,4,0,0,0,0,0,0,0,0,0,0,0.0,10415,0,0,2000000,2000000,0,0,2000000,8092
2016011303,4,1,0,0,0,0,0,0,0,0,0,200.0,12947,0,0,2000000,2000000,0,0,2000000,6900
2016011303,5,1,0,0,0,0,0,0,0,0,0,1300.0,19477,0,0,2000000,2000000,0,0,2000000,7480
2016011303,6,0,0,0,0,0,0,0,0,0,0,400.0,19041,0,0,2000000,2000000,0,0,2000000,4257
2016011303,6,1,0,0,0,0,0,0,0,0,0,3600.0,33879,0,0,2000000,2000000,0,0,2000000,3592
2016011303,6,2,0,0,0,0,0,0,0,0,0,200.0,48551,0,0,2000000,2000000,0,0,2000000,37880
2016011303,7,0,0,0,0,0,0,0,0,0,0,300.0,44482,0,0,2000000,2000000,0,0,2000000,27691
2016011303,8,2,0,0,0,0,0,0,0,0,0,1200.0,7426,0,0,2000000,2000000,0,0,2000000,1120
2016011303,9,0,0,0,0,0,0,0,0,0,0,300.0,54843,0,0,2000000,2000000,0,0,2000000,41775
2016011303,9,3,0,0,0,0,0,0,0,0,0,1600.0,35643,0,0,2000000,2000000,0,0,2000000,10848
2016011303,10,0,0,0,0,0,0,0,0,0,0,0.0,21392,0,0,2000000,2000000,0,0,2000000,2000000
2016011303,11,0,0,0,0,0,0,0,0,0,0,0.0,3632,0,0,2000000,2000000,0,0,2000000,2000000
2016011303,11,5,0,0,0,0,0,0,0,0,0,400.0,16599,0,0,2000000,2000000,0,0,2000000,9824
2016011303,12,1,0,0,0,0,0,0,0,0,0,300.0,21339,0,0,2000000,2000000,0,0,2000000,7044
2016011392,2,1,0,0,0,0,0,0,0,0,0,0.0,6347,0,0,2000000,2000000,0,0,2000000,3602
2016011392,3,0,0,0,0,0,0,0,0,0,0,0.0,8440,0,0,2000000,2000000,0,0,2000000,5886
2016011392,3,2,0,0,0,0,0,0,0,0,0,0.0,20132,0,0,2000000,2000000,0,0,2000000,13463
2016011392,4,3,0,0,0,0,0,0,0,0,0,1308.0,109104,0,0,2000000,2000000,0,0,2000000,104184
2016011392,6,0,0,0,0,0,0,0,0,0,0,1524.0,24719,0,0,2000000,2000000,0,0,2000000,9369
2016011392,6,1,0,0,0,0,0,0,0,0,0,587.0,36100,0,0,2000000,2000000,0,0,2000000,638
2016011392,6,2,0,0,0,0,0,0,0,0,0,0.0,13479,0,0,2000000,2000000,0,0,2000000,2000000
2016011392,9,0,0,0,0,0,0,0,0,0,0,1577.0,37368,0,0,2000000,2000000,0,0,2000000,4474
2016011392,9,1,0,0,0,0,0,0,0,0,0,2439.0,53587,0,0,2000000,2000000,0,0,2000000,31078
2016011392,9,2,0,0,0,0,0,0,0,0,0,762.0,18769,0,0,2000000,2000000,0,0,2000000,15691
2016011392,9,4,0,0,0,0,0,0,0,0,0,2466.0,54232,0,0,2000000,2000000,0,0,2000000,29293
2016011392,9,5,0,0,0,0,0,0,0,0,0,1152.0,44199,0,0,2000000,2000000,0,0,2000000,21688
2016011392,9,6,0,0,0,0,0,0,0,0,0,1134.0,20616,0,0,2000000,2000000,0,0,2000000,10826
2016011392,9,7,0,0,0,0,0,0,0,0,0,4454.0,43607,0,0,2000000,2000000,0,0,2000000,9157
2016011392,9,10,0,0,0,0,0,0,0,0,0,3322.0,14819,0,0,2000000,2000000,0,0,2000000,7538
2016011392,9,11,0,0,0,0,0,0,0,0,0,196.0,14985,0,0,2000000,2000000,0,0,2000000,8891
2016011392,9,12,0,0,0,0,0,0,0,0,0,685.0,9650,0,0,2000000,2000000,0,0,2000000,4372
2016011392,9,14,0,0,0,0,0,0,0,0,0,0.0,14131,0,0,2000000,2000000,0,0,2000000,9664
2016011392,9,15,0,0,0,0,0,0,0,0,0,3637.0,14638,0,0,2000000,2000000,0,0,2000000,3117
2016011392,9,16,0,0,0,0,0,0,0,0,0,611.0,13065,0,0,2000000,2000000,0,0,2000000,3902
2016011392,9,18,0,0,0,0,0,0,0,0,0,2215.0,16028,0,0,2000000,2000000,0,0,2000000,2802
2016011392,9,19,0,0,0,0,0,0,0,0,0,4269.0,40797,0,0,2000000,2000000,0,0,2000000,8385
2016011392,9,20,0,0,0,0,0,0,0,0,0,4212.0,44992,0,0,2000000,2000000,0,0,2000000,9507
2016011392,9,21,0,0,0,0,0,0,0,0,0,6464.0,96968,0,0,2000000,2000000,0,0,2000000,51131
2016011392,12,2,0,0,0,0,0,0,0,0,0,2368.0,29420,0,0,2000000,2000000,0,0,2000000,13620
2016011392,12,5,0,0,0,0,0,0,0,0,0,9798.0,134230,0,0,2000000,2000000,0,0,2000000,132505
2016010811,1,4,0,0,0,0,0,0,0,0,0,9500.0,80959,0,0,2000000,2000000,0,0,2000000,3946
2016010811,3,0,0,0,0,0,0,0,0,0,0,0.0,25386,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,3,1,0,0,0,0,0,0,0,0,0,1200.0,15991,0,0,2000000,2000000,0,0,2000000,3134
2016010811,3,2,0,0,0,0,0,0,0,0,0,700.0,14569,0,0,2000000,2000000,0,0,2000000,4013
2016010811,3,7,0,0,0,0,0,0,0,0,0,0.0,8062,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,4,0,0,0,0,0,0,0,0,0,0,0.0,8587,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,4,2,0,0,0,0,0,0,0,0,0,1300.0,21460,0,0,2000000,2000000,0,0,2000000,12119
2016010811,4,3,0,0,0,0,0,0,0,0,0,1400.0,36719,0,0,2000000,2000000,0,0,2000000,16828
2016010811,4,4,0,0,0,0,0,0,0,0,0,1300.0,20523,0,0,2000000,2000000,0,0,2000000,5508
2016010811,4,6,0,0,0,0,0,0,0,0,0,800.0,36115,0,0,2000000,2000000,0,0,2000000,1892
2016010811,4,7,0,0,0,0,0,0,0,0,0,2400.0,83849,0,0,2000000,2000000,0,0,2000000,1313
2016010811,5,1,0,0,0,0,0,0,0,0,0,0.0,3533,0,0,2000000,2000000,0,0,2000000,2075
2016010811,6,0,0,0,0,0,0,0,0,0,0,1000.0,15723,0,0,2000000,2000000,0,0,2000000,5382
2016010811,9,0,0,0,0,0,0,0,0,0,0,400.0,12068,0,0,2000000,2000000,0,0,2000000,5790
2016010811,9,2,0,0,0,0,0,0,0,0,0,0.0,17649,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,9,3,0,0,0,0,0,0,0,0,0,0.0,12315,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,9,6,0,0,0,0,0,0,0,0,0,0.0,5347,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,9,7,0,0,0,0,0,0,0,0,0,1400.0,20145,0,0,2000000,2000000,0,0,2000000,4950
2016010811,9,8,0,0,0,0,0,0,0,0,0,3700.0,35854,0,0,2000000,2000000,0,0,2000000,11283
2016010811,9,9,0,0,0,0,0,0,0,0,0,0.0,10439,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,9,10,0,0,0,0,0,0,0,0,0,1200.0,16082,0,0,2000000,2000000,0,0,2000000,3879
2016010811,9,13,0,0,0,0,0,0,0,0,0,1000.0,15837,0,0,2000000,2000000,0,0,2000000,8367
2016010811,9,14,0,0,0,0,0,0,0,0,0,3200.0,24811,0,0,2000000,2000000,0,0,2000000,3589
2016010811,9,15,0,0,0,0,0,0,0,0,0,900.0,10933,0,0,2000000,2000000,0,0,2000000,1813
2016010811,9,17,0,0,0,0,0,0,0,0,0,0.0,15331,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,9,18,0,0,0,0,0,0,0,0,0,1700.0,22668,0,0,2000000,2000000,0,0,2000000,3102
2016010811,9,20,0,0,0,0,0,0,0,0,0,0.0,4314,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,10,0,0,0,0,0,0,0,0,0,0,0.0,30798,0,0,2000000,2000000,0,0,2000000,6588
2016010811,10,1,0,0,0,0,0,0,0,0,0,0.0,12938,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,10,2,0,0,0,0,0,0,0,0,0,3500.0,46749,0,0,2000000,2000000,0,0,2000000,12897
2016010811,10,4,0,0,0,0,0,0,0,0,0,0.0,43382,0,0,2000000,2000000,0,0,2000000,30591
2016010811,11,1,0,0,0,0,0,0,0,0,0,1400.0,21412,0,0,2000000,2000000,0,0,2000000,2596
2016010811,11,2,0,0,0,0,0,0,0,0,0,0.0,4226,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,11,4,0,0,0,0,0,0,0,0,0,0.0,5882,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,11,5,0,0,0,0,0,0,0,0,0,0.0,5320,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,12,1,0,0,0,0,0,0,0,0,0,0.0,4655,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,12,2,0,0,0,0,0,0,0,0,0,6100.0,28078,0,0,2000000,2000000,0,0,2000000,5419
2016010811,12,9,0,0,0,0,0,0,0,0,0,0.0,2353,0,0,2000000,2000000,0,0,2000000,2000000
2016010811,12,10,0,0,0,0,0,0,0,0,0,1600.0,14505,0,0,2000000,2000000,0,0,2000000,3897
2016010811,12,11,0,0,0,0,0,0,0,0,0,500.0,9575,0,0,2000000,2000000,0,0,2000000,6243
2016011297,1,2,0,0,0,0,0,0,0,0,0,1400.0,36149,0,0,2000000,2000000,0,0,2000000,18125
2016011297,9,1,0,0,0,0,0,0,0,0,0,3400.0,39430,0,0,2000000,2000000,0,0,2000000,11503
2016011297,9,2,0,0,0,0,0,0,0,0,0,1800.0,12364,0,0,2000000,2000000,0,0,2000000,3580
2016011297,9,4,0,0,0,0,0,0,0,0,0,1700.0,21568,0,0,2000000,2000000,0,0,2000000,4488
2016011297,9,6,0,0,0,0,0,0,0,0,0,100.0,3253,0,0,2000000,2000000,0,0,2000000,2008
2016011297,9,7,0,0,0,0,0,0,0,0,0,700.0,11879,0,0,2000000,2000000,0,0,2000000,4201
2016011297,9,8,0,0,0,0,0,0,0,0,0,1100.0,13181,0,0,2000000,2000000,0,0,2000000,7050
2016011297,9,9,0,0,0,0,0,0,0,0,0,0.0,4866,0,0,2000000,2000000,0,0,2000000,2000000
2016011297,11,3,0,0,0,0,0,0,0,0,0,900.0,26200,0,0,2000000,2000000,0,0,2000000,6650
2016011330,1,0,0,0,0,0,0,0,0,0,0,600.0,19457,0,0,2000000,2000000,0,0,2000000,5906
2016011330,1,1,0,0,0,0,0,0,0,0,0,5200.0,47675,0,0,2000000,2000000,0,0,2000000,9102
